has_null,age,age_o,d_age,d_d_age,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,person_id,gender_female,gender_male,race_Asian/Pacific Islander/Asian-American,race_Black/African American,race_European/Caucasian-American,race_Latino/Hispanic American,race_Other,race_o_?,race_o_Asian/Pacific Islander/Asian-American,race_o_Black/African American,race_o_European/Caucasian-American,race_o_Latino/Hispanic American,race_o_Other,field_anthropology,field_architecture,field_art,field_biology,field_business,field_chemistry,field_communications,field_economics,field_education,field_engineering,field_environmental science,field_finance,field_health,field_history,field_law,field_literature,field_mathematics,field_medicine,field_other/job,field_philosophy,field_physics,field_political science,field_psychology,field_religion,field_sociology,match
1.0,27.0,29.0,2.0,1.0,0.0,5.0,7.0,1.0,2.0,15.0,20.0,20.0,20.0,5.0,20.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,16.0,17.0,15.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,8.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,7.0,9.0,4.23,1.0,1.0,1.0,1.0,2.0,0.0,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.02,-1.0,7.0,3.0,2.0,0.0,1.0,6.0,5.0,1.0,1.0,0.0,472.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.0,24.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,7.0,7.0,4.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,25.0,20.0,20.0,5.0,20.0,0.0,2.0,1.0,1.0,0.0,1.0,6.0,9.0,8.0,9.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,8.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.62,1.0,9.0,1.49,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,518.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.0,22.0,5.0,2.0,0.0,2.0,3.0,1.0,1.0,16.0,20.0,19.0,16.0,18.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,8.0,8.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,13.0,18.0,18.0,10.0,22.0,1.0,0.0,1.0,1.0,0.0,2.0,7.0,8.0,8.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,6.0,6.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,8.0,6.0,8.0,6.0,3.0,6.0,1.0,9.0,6.0,3.0,2.0,7.0,8.0,10.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,-0.18,-1.0,6.0,2.0,1.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,310.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,29.0,27.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,30.0,30.0,30.0,5.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,50.0,5.0,10.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,8.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,10.0,3.0,10.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,8.0,4.0,8.0,9.0,8.0,9.0,6.0,1.0,7.0,9.0,6.0,4.0,9.0,9.0,9.0,6.0,6.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.48,1.0,7.0,1.65,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,434.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25.0,34.0,9.0,3.0,1.0,10.0,10.0,2.0,2.0,30.0,10.0,30.0,10.0,5.0,15.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,6.0,6.0,6.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,20.0,25.0,25.0,5.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,9.0,10.0,10.0,9.0,10.0,2.0,2.0,2.0,2.0,2.0,7.0,6.0,9.0,7.0,8.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.46,1.0,8.0,2.0,2.0,0.0,0.0,7.0,7.0,1.0,2.0,0.0,269.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,30.0,32.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,5.01,2.0,2.0,2.0,2.0,2.0,0.0,20.0,20.0,35.0,5.0,10.0,10.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,10.0,7.0,9.0,7.0,2.0,2.0,1.0,2.0,1.0,7.0,9.0,8.0,9.0,7.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,8.0,4.0,9.0,10.0,10.0,1.0,1.0,7.0,10.0,3.0,10.0,9.0,7.0,8.0,8.0,5.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.46,1.0,6.0,1.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,291.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.0,27.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,15.09,16.98,16.98,18.87,18.87,13.21,1.0,1.0,1.0,1.0,1.0,0.0,6.0,8.0,8.0,4.0,9.0,7.0,1.0,1.0,1.0,0.0,2.0,1.0,15.0,15.0,20.0,17.0,13.0,19.57,1.0,1.0,1.0,1.0,0.0,1.0,7.0,8.0,7.0,9.0,8.0,1.0,1.0,1.0,2.0,1.0,6.0,6.0,7.0,7.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,8.0,7.0,7.0,6.0,2.0,8.0,5.0,4.0,3.0,9.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.11,0.0,4.0,2.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,159.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.0,28.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,14.71,14.71,14.71,14.71,20.59,20.59,0.0,0.0,0.0,0.0,2.0,2.0,5.0,6.0,8.0,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,18.0,20.0,12.0,20.0,12.5,1.0,1.0,1.0,0.0,1.0,0.0,9.0,7.0,7.0,9.0,9.0,2.0,1.0,1.0,2.0,2.0,7.0,10.0,8.0,6.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.0,4.0,0.68,0.0,0.0,0.0,8.0,9.0,1.0,2.0,0.0,196.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,25.0,25.0,0.0,0.0,0.0,9.0,7.0,2.0,2.0,25.0,20.0,25.0,20.0,10.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,5.0,6.0,6.0,5.0,7.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,20.0,23.0,23.0,22.0,7.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,8.0,9.0,9.0,9.0,7.0,1.0,2.0,2.0,2.0,1.0,6.0,8.0,9.0,7.0,7.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.25,-1.0,7.0,10.0,2.0,1.0,2.0,7.0,7.0,1.0,2.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,23.0,24.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,10.0,40.0,10.0,20.0,10.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,9.0,9.0,8.0,9.0,10.0,1.0,2.0,2.0,1.0,2.0,2.0,25.0,5.0,30.0,15.0,5.0,20.0,2.0,0.0,2.0,0.0,0.0,1.0,8.0,7.0,7.0,9.0,9.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,8.0,7.0,6.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,7.0,5.0,7.0,9.0,8.0,10.0,5.0,3.0,8.0,5.0,6.0,9.0,7.0,8.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.4,1.0,5.0,2.0,1.0,0.0,0.0,5.0,7.0,0.0,2.0,0.0,309.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,24.0,25.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,3.0,50.0,20.0,2.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,7.0,8.0,7.0,6.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,20.0,35.0,20.0,0.0,15.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,8.0,3.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0,8.0,7.0,7.0,9.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.39,1.0,5.0,3.0,1.0,0.0,1.0,7.0,5.0,1.0,1.0,0.0,107.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,22.0,27.0,5.0,2.0,0.0,3.0,6.0,1.0,2.0,40.0,20.0,20.0,20.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,8.0,4.0,7.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,20.0,15.0,20.0,15.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,7.0,7.0,9.0,8.0,1.0,1.0,1.0,2.0,1.0,3.0,9.0,7.0,3.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,7.0,8.0,9.0,3.0,3.0,7.0,9.0,8.0,10.0,10.0,7.0,7.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.4,1.0,5.0,4.0,1.0,0.0,1.0,5.0,6.0,0.0,1.0,0.0,517.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,29.0,27.0,2.0,1.0,0.0,6.0,1.0,2.0,0.0,10.0,15.0,30.0,10.0,15.0,20.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,20.0,10.0,10.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,6.0,8.0,6.0,0.0,1.0,1.0,1.0,1.0,10.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0,7.0,7.0,6.0,2.0,5.0,9.0,9.0,8.0,10.0,9.0,8.0,7.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.53,1.0,3.0,3.0,0.0,0.0,1.0,9.0,5.0,2.0,1.0,0.0,485.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.0,27.0,3.0,1.0,0.0,6.0,6.0,2.0,2.0,15.0,25.0,20.0,20.0,0.0,20.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,6.0,7.0,4.0,7.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,50.0,10.0,10.0,10.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,4.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,8.0,7.0,8.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,10.0,9.0,8.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.54,1.0,7.0,2.0,2.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,369.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,21.0,22.0,1.0,0.0,0.0,10.0,7.0,2.0,2.0,40.0,10.0,10.0,10.0,10.0,20.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,10.0,30.0,20.0,15.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,8.0,7.0,8.0,9.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,10.0,10.0,2.0,10.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,8.0,7.0,3.0,3.0,1.0,1.0,8.0,10.0,2.0,2.0,6.0,4.0,7.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.58,1.0,3.0,3.0,0.0,2.0,1.0,2.0,6.0,0.0,1.0,1.0,114.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,28.0,26.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,40.0,5.0,30.0,15.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,8.0,7.0,6.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,20.0,20.0,20.0,0.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,10.0,8.0,9.0,9.0,1.0,2.0,1.0,2.0,2.0,5.0,7.0,8.0,6.0,7.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-0.07,-1.0,5.0,3.0,1.0,0.0,1.0,6.0,6.0,1.0,1.0,0.0,544.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,34.0,28.0,6.0,2.0,1.0,8.0,2.0,2.0,1.0,25.0,25.0,25.0,10.0,10.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,8.0,7.0,7.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,15.0,15.0,25.0,10.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,6.0,9.0,7.0,5.0,1.0,1.0,2.0,1.0,0.0,7.0,10.0,7.0,7.0,5.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.37,1.0,3.0,2.0,0.0,0.0,0.0,6.0,7.0,1.0,2.0,0.0,406.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,24.0,26.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,12.0,20.0,20.0,20.0,16.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,7.0,7.0,5.0,6.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,14.0,14.0,21.0,21.0,19.0,9.52,0.0,0.0,2.0,2.0,1.0,0.0,9.0,9.0,9.0,10.0,7.0,2.0,2.0,2.0,2.0,1.0,6.0,8.0,8.0,8.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,10.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.43,-1.0,7.0,1.97,2.0,0.0,0.0,8.0,10.0,1.0,2.0,1.0,139.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,29.0,33.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,22.0,22.0,15.0,15.0,5.0,21.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,9.0,7.0,9.0,9.0,9.0,0.0,2.0,1.0,2.0,2.0,2.0,90.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,8.0,8.0,8.0,1.0,2.0,1.0,1.0,1.0,5.0,8.0,9.0,6.0,10.0,5.0,0.0,1.0,2.0,1.0,2.0,0.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.19,0.0,2.0,2.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,238.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,24.0,23.0,1.0,0.0,1.0,9.0,9.0,2.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1.0,2.0,1.0,2.0,0.0,0.0,7.0,8.0,6.0,7.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,16.0,20.0,16.0,18.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,10.0,8.0,10.0,10.0,2.0,2.0,1.0,2.0,2.0,7.0,8.0,10.0,8.0,10.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,-0.22,-1.0,7.0,1.0,2.0,0.0,0.0,7.0,5.0,1.0,1.0,0.0,191.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
